system:index,ID,date,month,system:band_names,system:bands,system:time_start,timeFormat,year,.geo
192,1995-01-01T00:00:00,1995-01-01T00:00:00,1.0,[total_precipitation],<Element>,788918400000,1995-01-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
193,1995-02-01T00:00:00,1995-02-01T00:00:00,2.0,[total_precipitation],<Element>,791596800000,1995-02-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
194,1995-03-01T00:00:00,1995-03-01T00:00:00,3.0,[total_precipitation],<Element>,794016000000,1995-03-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
195,1995-04-01T00:00:00,1995-04-01T00:00:00,4.0,[total_precipitation],<Element>,796694400000,1995-04-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
196,1995-05-01T00:00:00,1995-05-01T00:00:00,5.0,[total_precipitation],<Element>,799286400000,1995-05-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
197,1995-06-01T00:00:00,1995-06-01T00:00:00,6.0,[total_precipitation],<Element>,801964800000,1995-06-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
198,1995-07-01T00:00:00,1995-07-01T00:00:00,7.0,[total_precipitation],<Element>,804556800000,1995-07-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
199,1995-08-01T00:00:00,1995-08-01T00:00:00,8.0,[total_precipitation],<Element>,807235200000,1995-08-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
200,1995-09-01T00:00:00,1995-09-01T00:00:00,9.0,[total_precipitation],<Element>,809913600000,1995-09-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
201,1995-10-01T00:00:00,1995-10-01T00:00:00,10.0,[total_precipitation],<Element>,812505600000,1995-10-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
202,1995-11-01T00:00:00,1995-11-01T00:00:00,11.0,[total_precipitation],<Element>,815184000000,1995-11-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
203,1995-12-01T00:00:00,1995-12-01T00:00:00,12.0,[total_precipitation],<Element>,817776000000,1995-12-01T00:00,1995.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
204,1996-01-01T00:00:00,1996-01-01T00:00:00,1.0,[total_precipitation],<Element>,820454400000,1996-01-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
205,1996-02-01T00:00:00,1996-02-01T00:00:00,2.0,[total_precipitation],<Element>,823132800000,1996-02-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
206,1996-03-01T00:00:00,1996-03-01T00:00:00,3.0,[total_precipitation],<Element>,825638400000,1996-03-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
207,1996-04-01T00:00:00,1996-04-01T00:00:00,4.0,[total_precipitation],<Element>,828316800000,1996-04-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
208,1996-05-01T00:00:00,1996-05-01T00:00:00,5.0,[total_precipitation],<Element>,830908800000,1996-05-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
209,1996-06-01T00:00:00,1996-06-01T00:00:00,6.0,[total_precipitation],<Element>,833587200000,1996-06-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
210,1996-07-01T00:00:00,1996-07-01T00:00:00,7.0,[total_precipitation],<Element>,836179200000,1996-07-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
211,1996-08-01T00:00:00,1996-08-01T00:00:00,8.0,[total_precipitation],<Element>,838857600000,1996-08-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
212,1996-09-01T00:00:00,1996-09-01T00:00:00,9.0,[total_precipitation],<Element>,841536000000,1996-09-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
213,1996-10-01T00:00:00,1996-10-01T00:00:00,10.0,[total_precipitation],<Element>,844128000000,1996-10-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
214,1996-11-01T00:00:00,1996-11-01T00:00:00,11.0,[total_precipitation],<Element>,846806400000,1996-11-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
215,1996-12-01T00:00:00,1996-12-01T00:00:00,12.0,[total_precipitation],<Element>,849398400000,1996-12-01T00:00,1996.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
216,1997-01-01T00:00:00,1997-01-01T00:00:00,1.0,[total_precipitation],<Element>,852076800000,1997-01-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
217,1997-02-01T00:00:00,1997-02-01T00:00:00,2.0,[total_precipitation],<Element>,854755200000,1997-02-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
218,1997-03-01T00:00:00,1997-03-01T00:00:00,3.0,[total_precipitation],<Element>,857174400000,1997-03-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
219,1997-04-01T00:00:00,1997-04-01T00:00:00,4.0,[total_precipitation],<Element>,859852800000,1997-04-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
220,1997-05-01T00:00:00,1997-05-01T00:00:00,5.0,[total_precipitation],<Element>,862444800000,1997-05-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
221,1997-06-01T00:00:00,1997-06-01T00:00:00,6.0,[total_precipitation],<Element>,865123200000,1997-06-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
222,1997-07-01T00:00:00,1997-07-01T00:00:00,7.0,[total_precipitation],<Element>,867715200000,1997-07-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
223,1997-08-01T00:00:00,1997-08-01T00:00:00,8.0,[total_precipitation],<Element>,870393600000,1997-08-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
224,1997-09-01T00:00:00,1997-09-01T00:00:00,9.0,[total_precipitation],<Element>,873072000000,1997-09-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
225,1997-10-01T00:00:00,1997-10-01T00:00:00,10.0,[total_precipitation],<Element>,875664000000,1997-10-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
226,1997-11-01T00:00:00,1997-11-01T00:00:00,11.0,[total_precipitation],<Element>,878342400000,1997-11-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
227,1997-12-01T00:00:00,1997-12-01T00:00:00,12.0,[total_precipitation],<Element>,880934400000,1997-12-01T00:00,1997.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
228,1998-01-01T00:00:00,1998-01-01T00:00:00,1.0,[total_precipitation],<Element>,883612800000,1998-01-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
229,1998-02-01T00:00:00,1998-02-01T00:00:00,2.0,[total_precipitation],<Element>,886291200000,1998-02-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
230,1998-03-01T00:00:00,1998-03-01T00:00:00,3.0,[total_precipitation],<Element>,888710400000,1998-03-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
231,1998-04-01T00:00:00,1998-04-01T00:00:00,4.0,[total_precipitation],<Element>,891388800000,1998-04-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
232,1998-05-01T00:00:00,1998-05-01T00:00:00,5.0,[total_precipitation],<Element>,893980800000,1998-05-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
233,1998-06-01T00:00:00,1998-06-01T00:00:00,6.0,[total_precipitation],<Element>,896659200000,1998-06-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
234,1998-07-01T00:00:00,1998-07-01T00:00:00,7.0,[total_precipitation],<Element>,899251200000,1998-07-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
235,1998-08-01T00:00:00,1998-08-01T00:00:00,8.0,[total_precipitation],<Element>,901929600000,1998-08-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
236,1998-09-01T00:00:00,1998-09-01T00:00:00,9.0,[total_precipitation],<Element>,904608000000,1998-09-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
237,1998-10-01T00:00:00,1998-10-01T00:00:00,10.0,[total_precipitation],<Element>,907200000000,1998-10-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
238,1998-11-01T00:00:00,1998-11-01T00:00:00,11.0,[total_precipitation],<Element>,909878400000,1998-11-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
239,1998-12-01T00:00:00,1998-12-01T00:00:00,12.0,[total_precipitation],<Element>,912470400000,1998-12-01T00:00,1998.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
240,1999-01-01T00:00:00,1999-01-01T00:00:00,1.0,[total_precipitation],<Element>,915148800000,1999-01-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
241,1999-02-01T00:00:00,1999-02-01T00:00:00,2.0,[total_precipitation],<Element>,917827200000,1999-02-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
242,1999-03-01T00:00:00,1999-03-01T00:00:00,3.0,[total_precipitation],<Element>,920246400000,1999-03-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
243,1999-04-01T00:00:00,1999-04-01T00:00:00,4.0,[total_precipitation],<Element>,922924800000,1999-04-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
244,1999-05-01T00:00:00,1999-05-01T00:00:00,5.0,[total_precipitation],<Element>,925516800000,1999-05-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
245,1999-06-01T00:00:00,1999-06-01T00:00:00,6.0,[total_precipitation],<Element>,928195200000,1999-06-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
246,1999-07-01T00:00:00,1999-07-01T00:00:00,7.0,[total_precipitation],<Element>,930787200000,1999-07-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
247,1999-08-01T00:00:00,1999-08-01T00:00:00,8.0,[total_precipitation],<Element>,933465600000,1999-08-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
248,1999-09-01T00:00:00,1999-09-01T00:00:00,9.0,[total_precipitation],<Element>,936144000000,1999-09-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
249,1999-10-01T00:00:00,1999-10-01T00:00:00,10.0,[total_precipitation],<Element>,938736000000,1999-10-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
250,1999-11-01T00:00:00,1999-11-01T00:00:00,11.0,[total_precipitation],<Element>,941414400000,1999-11-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
251,1999-12-01T00:00:00,1999-12-01T00:00:00,12.0,[total_precipitation],<Element>,944006400000,1999-12-01T00:00,1999.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
252,2000-01-01T00:00:00,2000-01-01T00:00:00,1.0,[total_precipitation],<Element>,946684800000,2000-01-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
253,2000-02-01T00:00:00,2000-02-01T00:00:00,2.0,[total_precipitation],<Element>,949363200000,2000-02-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
254,2000-03-01T00:00:00,2000-03-01T00:00:00,3.0,[total_precipitation],<Element>,951868800000,2000-03-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
255,2000-04-01T00:00:00,2000-04-01T00:00:00,4.0,[total_precipitation],<Element>,954547200000,2000-04-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
256,2000-05-01T00:00:00,2000-05-01T00:00:00,5.0,[total_precipitation],<Element>,957139200000,2000-05-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
257,2000-06-01T00:00:00,2000-06-01T00:00:00,6.0,[total_precipitation],<Element>,959817600000,2000-06-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
258,2000-07-01T00:00:00,2000-07-01T00:00:00,7.0,[total_precipitation],<Element>,962409600000,2000-07-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
259,2000-08-01T00:00:00,2000-08-01T00:00:00,8.0,[total_precipitation],<Element>,965088000000,2000-08-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
260,2000-09-01T00:00:00,2000-09-01T00:00:00,9.0,[total_precipitation],<Element>,967766400000,2000-09-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
261,2000-10-01T00:00:00,2000-10-01T00:00:00,10.0,[total_precipitation],<Element>,970358400000,2000-10-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
262,2000-11-01T00:00:00,2000-11-01T00:00:00,11.0,[total_precipitation],<Element>,973036800000,2000-11-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
263,2000-12-01T00:00:00,2000-12-01T00:00:00,12.0,[total_precipitation],<Element>,975628800000,2000-12-01T00:00,2000.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
264,2001-01-01T00:00:00,2001-01-01T00:00:00,1.0,[total_precipitation],<Element>,978307200000,2001-01-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
265,2001-02-01T00:00:00,2001-02-01T00:00:00,2.0,[total_precipitation],<Element>,980985600000,2001-02-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
266,2001-03-01T00:00:00,2001-03-01T00:00:00,3.0,[total_precipitation],<Element>,983404800000,2001-03-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
267,2001-04-01T00:00:00,2001-04-01T00:00:00,4.0,[total_precipitation],<Element>,986083200000,2001-04-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
268,2001-05-01T00:00:00,2001-05-01T00:00:00,5.0,[total_precipitation],<Element>,988675200000,2001-05-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
269,2001-06-01T00:00:00,2001-06-01T00:00:00,6.0,[total_precipitation],<Element>,991353600000,2001-06-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
270,2001-07-01T00:00:00,2001-07-01T00:00:00,7.0,[total_precipitation],<Element>,993945600000,2001-07-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
271,2001-08-01T00:00:00,2001-08-01T00:00:00,8.0,[total_precipitation],<Element>,996624000000,2001-08-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
272,2001-09-01T00:00:00,2001-09-01T00:00:00,9.0,[total_precipitation],<Element>,999302400000,2001-09-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
273,2001-10-01T00:00:00,2001-10-01T00:00:00,10.0,[total_precipitation],<Element>,1001894400000,2001-10-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
274,2001-11-01T00:00:00,2001-11-01T00:00:00,11.0,[total_precipitation],<Element>,1004572800000,2001-11-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
275,2001-12-01T00:00:00,2001-12-01T00:00:00,12.0,[total_precipitation],<Element>,1007164800000,2001-12-01T00:00,2001.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
276,2002-01-01T00:00:00,2002-01-01T00:00:00,1.0,[total_precipitation],<Element>,1009843200000,2002-01-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
277,2002-02-01T00:00:00,2002-02-01T00:00:00,2.0,[total_precipitation],<Element>,1012521600000,2002-02-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
278,2002-03-01T00:00:00,2002-03-01T00:00:00,3.0,[total_precipitation],<Element>,1014940800000,2002-03-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
279,2002-04-01T00:00:00,2002-04-01T00:00:00,4.0,[total_precipitation],<Element>,1017619200000,2002-04-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
280,2002-05-01T00:00:00,2002-05-01T00:00:00,5.0,[total_precipitation],<Element>,1020211200000,2002-05-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
281,2002-06-01T00:00:00,2002-06-01T00:00:00,6.0,[total_precipitation],<Element>,1022889600000,2002-06-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
282,2002-07-01T00:00:00,2002-07-01T00:00:00,7.0,[total_precipitation],<Element>,1025481600000,2002-07-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
283,2002-08-01T00:00:00,2002-08-01T00:00:00,8.0,[total_precipitation],<Element>,1028160000000,2002-08-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
284,2002-09-01T00:00:00,2002-09-01T00:00:00,9.0,[total_precipitation],<Element>,1030838400000,2002-09-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
285,2002-10-01T00:00:00,2002-10-01T00:00:00,10.0,[total_precipitation],<Element>,1033430400000,2002-10-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
286,2002-11-01T00:00:00,2002-11-01T00:00:00,11.0,[total_precipitation],<Element>,1036108800000,2002-11-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
287,2002-12-01T00:00:00,2002-12-01T00:00:00,12.0,[total_precipitation],<Element>,1038700800000,2002-12-01T00:00,2002.0,"{""type"":""Polygon"",""coordinates"":[[[-180.0,-90.0],[180.0,-90.0],[180.0,90.0],[-180.0,90.0],[-180.0,-90.0]]]}"
